Sample_id,Site,Plot,Treatment,Year,Transect,Date_collected,SOM_crucible_g,SOM_crucible_and_sample_g,SOM_crucible_post_105_g,Moisture_correction,dry_to_wet_ratio,NMin_sample_g,dry_NMin_sample_g,NO3_Sample_ID,NO3_ABS_1,NO3_ABS_2,NO3_ABS_3,NO3_ppm1_stcurv1,NO3_ppm2_stcurv1,NO3_ppm3_stcurv1,NO3_ppm_avg_stcurv1,NO3_ppm1_stcurv2,NO3_ppm2_stcurv2,NO3_ppm3_stcurv2,NO3_ppm_avg_stcurv2,NO3_ppm1_stcurv3,NO3_ppm2_stcurv3,NO3_ppm3_stcurv3,NO3_ppm_avg_stcurv3,NO3_plate#,mg_NO3_per_g_stcurv1,mg_NO3_per_g_stcurv2,mg_NO3_per_g_stcurv3,,NH4_Sample_ID,NH4_ABS_1,NH4_ABS_2,NH4_ABS_3,NH4_ppm1_stcurv1,NH4_ppm2_stcurv1,NH4_ppm3_stcurv1,NH4_ppm_avg_stcurv1,NH4_ppm1_stcurv2,NH4_ppm2_stcurv2,NH4_ppm3_stcurv2,NH4_ppm_avg_stcurv2,NH4_ppm1_stcurv3,NH4_ppm2_stcurv3,NH4_ppm3_stcurv3,NH4_ppm_avg_stcurv3,NH4_plate#,mg_NH4_per_g_stcurv1,mg_NH4_per_g_stcurv2,mg_NH4_per_g_stcurv3
13A,DC,13,FA,2023,A,7/18/23,15.93,25.782,25.429,1.037161807,0.964169712,10.01,9.651338814,2023-13-A,0.22,0.217,0.213,3.606555975,3.519651012,3.403777727,3.509994905,3.478973145,3.395142467,3.283368229,3.385827947,3.509967853,3.425390314,3.312620263,3.41599281,plate1_20240206,0.018183979,0.017540716,0.017696989,,2023-13-A,0.234,0.223,0.223,0,0,0,0,0,0,0,0,0,0,0,0,plate2_20240126,0,0,0
13B,DC,13,FA,2023,B,7/18/23,16.913,27.191,26.898,1.029344016,0.971492508,10.24,9.948083285,2023-13-B,0.302,0.285,0.277,2.429414865,2.086675838,1.925386885,2.147159196,2.302897558,1.978007446,1.825117982,2.035340995,2.207129543,1.895750271,1.749218849,1.950699555,plate4_20240207,0.010791824,0.010229815,0.009804399,,2023-13-B,0.337,0.342,0.338,0.19158927,0.210909006,0.195453217,0.199317164,0.262795696,0.280218132,0.266280183,0.26976467,0.279450724,0.295612031,0.282682985,0.285915247,plate2_20240126,0.001001787,0.001355863,0.001437037
13C,DC,13,FA,2023,A,7/18/23,14.627,25.618,25.336,1.026332991,0.974342644,10.02,9.762913293,2023-13-C,0.287,0.242,0.239,4.764849721,3.573637291,3.494223129,3.944236714,4.716978555,3.537733916,3.459117607,3.904610026,4.521157123,3.390867842,3.315515224,3.742513396,plate5_20240208,0.020200101,0.019997156,0.019166991,,2023-13-C,0.386,0.376,0.399,0.353843279,0.317228874,0.401442006,0.35750472,0.40464962,0.371340415,0.447951587,0.407980541,0.411715701,0.381073992,0.451549922,0.414779872,plate3_20240129,0.001830933,0.002089441,0.002124263
14A,DC,14,FA,2023,A,7/18/23,14.496,24.329,24.114,1.02235392,0.978134852,10.01,9.791129869,2023-14-A,0.211,0.202,0.192,0.349974387,0.097992828,0,0.149322405,0.337645195,0.094540655,0,0.14406195,0.334459681,0.093648711,0,0.142702797,plate3_20240207,0.000762539,0.000735676,0.000728735,,2023-14-A,0.401,0.412,0.406,0.438881887,0.481385306,0.458201623,0.459489605,0.485802873,0.524132232,0.503225309,0.504386805,0.486315461,0.521870338,0.502476769,0.503554189,plate2_20240126,0.002346459,0.002575733,0.002571482
14B,DC,14,FA,2023,B,7/18/23,15.203,24.774,24.534,1.025720716,0.97492425,10.05,9.797988716,2023-14-B,0.39,0.241,0.245,2.530807424,0,0,0.843602475,2.921422722,0,0,0.973807574,3.301143655,0,0,1.100381218,plate6_20240209,0.004304978,0.004969426,0.005615342,,2023-14-B,0.338,0.328,0.339,0.195453217,0.156813746,0.199317164,0.183861376,0.266280183,0.231435312,0.26976467,0.255826722,0.282682985,0.25036037,0.285915247,0.272986201,plate2_20240126,0.000938261,0.001305506,0.001393073
14B,DC,14,FA,2023,B,7/18/23,15.203,24.774,24.534,1.025720716,0.97492425,10.05,9.797988716,2023-14-B REDO NO3,0.297,0.21,0.212,5.453984367,2.412339239,2.482262116,3.449528574,6.117865904,2.70597915,2.784413328,3.86941946,6.075909713,2.687421604,2.765317882,3.842883066,plate9_20240227,0.017603248,0.019745989,0.019610571,,2023-14-B,0.338,0.328,0.339,0.195453217,0.156813746,0.199317164,0.183861376,0.266280183,0.231435312,0.26976467,0.255826722,0.282682985,0.25036037,0.285915247,0.272986201,plate2_20240126,0.000938261,0.001305506,0.001393073
14C,DC,14,FA,2023,C,7/18/23,15.203,26.155,25.88,1.025756299,0.974890431,10.03,9.778151023,2023-14-C,0.169,0.169,0.164,2.1291716,2.1291716,1.984329994,2.080891064,2.053851616,2.053851616,1.914133819,2.007279017,2.072149696,2.072149696,1.931187132,2.025162175,plate1_20240206,0.010640514,0.010264103,0.010355548,,2023-14-C,0.221,0.213,0.23,0,0,0,0,0,0,0,0,0,0,0,0,plate3_20240129,0,0,0
15A,DC,15,FA,2023,A,7/18/23,14.498,24.312,24.127,1.019212795,0.981149378,10.06,9.870362747,2023-15-A,0.272,0.173,0.168,4.367778911,1.747111564,1.614754628,2.576548368,4.323897009,1.729558803,1.598531621,2.550662478,4.14439403,1.657757612,1.532169914,2.444773852,plate5_20240208,0.013051944,0.012920814,0.012384417,,2023-15-A,0.274,0.265,0.262,0,0,0,0,0.095292509,0.062812142,0.051985353,0.070030001,0.116003346,0.085214904,0.07495209,0.09205678,plate1_20240125,0,0.000354749,0.000466329
15B,DC,15,FA,2023,B,7/18/23,16.176,24.354,25.484,0.878599055,1.138175593,10,11.38175593,2023-15-B,0.177,0.182,0.182,2.360918168,2.505759774,2.505759774,2.457479239,2.277400091,2.417117888,2.417117888,2.370545289,2.297689799,2.438652364,2.438652364,2.391664842,plate1_20240206,0.010795695,0.010413794,0.010506572,,2023-15-B,0.255,0.284,0.255,0,0,0,0,0,0.064895729,0,0.02163191,0.010309313,0.099170269,0.010309313,0.039929632,plate3_20240129,0,9.50E-05,0.000175411
15C,DC,15,FA,2023,A,7/18/23,17.773,27.466,27.302,1.01721062,0.983080574,10,9.830805736,2023-15-C,0.305,0.265,0.269,2.489898223,1.683453454,1.764097931,1.979149869,2.360231107,1.595783785,1.672228517,1.876081137,2.262078826,1.529421717,1.602687427,1.798062657,plate4_20240207,0.010066061,0.009541848,0.009145042,,2023-15-C,0.281,0.289,0.278,0.020048881,0.05256523,0.00785525,0.02682312,0.120555016,0.149426454,0.109728227,0.126569899,0.139949911,0.167317415,0.129687097,0.145651474,plate1_20240125,0.000136424,0.000643741,0.000740791
16A,DC,16,FA,2023,A,7/20/23,14.495,24.298,24.116,1.018916952,0.981434255,10.03,9.843785576,2023-16-A,0.12,0.117,0.127,0.709723867,0.622818903,0.912502114,0.748348295,0.684617205,0.600786527,0.880222121,0.721875284,0.690716565,0.606139027,0.888064156,0.728306583,plate1_20240206,0.00380112,0.003666655,0.003699322,,2023-16-A,0.196,0.195,0.179,0,0,0,0,0,0,0,0,0,0,0,0,plate1_20240125,0,0,0
16B,DC,16,FA,2023,B,7/20/23,15.661,25.444,25.221,1.02332636,0.977205356,10,9.772053562,2023-16-B,0.23,0.196,0.207,3.255980643,2.355953473,2.647138734,2.753024283,3.223268679,2.332283841,2.620543642,2.725365387,3.089457368,2.235461022,2.511753957,2.612224116,plate5_20240208,0.014086212,0.013944691,0.013365789,,2023-16-B,0.264,0.31,0.268,0,0.0755738,0,0.025191267,0,0.151499662,0.011601001,0.054366887,0.037886851,0.178838712,0.050143535,0.088956366,plate3_20240129,0.000128894,0.000278175,0.000455157
16C,DC,16,FA,2023,C,7/20/23,14.628,24.81,24.14,1.070437342,0.934197604,10.01,9.351318012,2023-16-C,0.186,0.176,0.175,2.621633058,2.331949847,2.302981526,2.41885481,2.528892126,2.249456532,2.221512972,2.33328721,2.551422415,2.269497287,2.241304774,2.354074825,plate1_20240206,0.012933229,0.012475713,0.012586861,,2023-16-C,0.258,0.247,0.261,0,0,0,0,0,0,0,0,0.019501826,0,0.028694338,0.016065388,plate3_20240129,0,0,8.59E-05
17A,LK,17,SP,2023,A,7/13/23,15.494,25,24.526,1.052480071,0.950136756,10.03,9.52987166,2023-17-A,1.163,1.177,1.209,19.78813851,20.07039418,20.71554999,20.19136089,18.75762617,19.02518273,19.63674059,19.13984983,17.97757383,18.23400382,18.82012951,18.34390238,plate4_20240207,0.105937213,0.100420292,0.096244226,,2023-17-A,2.61,2.6,2.502,8.496886996,8.460272591,8.10145142,8.352870335,7.81261682,7.779307615,7.452877406,7.681600614,7.226431779,7.19579007,6.895501322,7.105907724,plate3_20240129,0.043824674,0.04030275,0.037282284
17B,LK,17,SP,2023,B,7/13/23,15.465,25.04,24.51,1.058595909,0.94464752,10.11,9.550386423,2023-17-B,0.862,0.934,0.891,25.9498815,28.71582002,27.06394007,27.24321386,26.9967815,29.87430669,28.1557847,28.34229097,27.21083617,30.11117696,28.37902899,28.56701404,plate8_20240227,0.142628856,0.148382954,0.149559467,,2023-17-B,0.739,0.732,0.708,1.612039414,1.586684807,1.499754726,1.566159649,1.559127246,1.535701917,1.455386503,1.516738555,1.441332268,1.420494891,1.349052457,1.403626539,plate4_20240129,0.008199457,0.007940718,0.007348533
17C,LK,17,SP,2023,C,7/13/23,15.565,25.105,24.693,1.045135846,0.956813417,10.03,9.596838574,2023-17-C,0.702,0.663,0.662,10.49386255,9.707578901,9.687417782,9.962953077,9.94737078,9.202034641,9.182923458,9.444109627,9.53370064,8.819359958,8.80104353,9.051368043,plate4_20240207,0.051907475,0.049204275,0.047158072,,2023-17-C,0.805,0.774,0.803,1.887986857,1.774482201,1.880663976,1.847711011,1.800305311,1.697046775,1.79364347,1.763665186,1.695603307,1.600614009,1.689474965,1.661897427,plate3_20240129,0.009626665,0.009188782,0.008658567
18A,LK,18,SP,2023,A,7/13/23,16.305,25.741,25.449,1.031933508,0.969054684,10.03,9.719618482,2023-18-A,0.405,0.442,0.454,8.393855081,9.815240152,10.27622991,9.49510838,8.732489649,10.21121787,10.69080541,9.878170976,8.801728651,10.29218156,10.77557169,9.956493966,plate8_20240227,0.048845067,0.050815631,0.051218543,,2023-18-A,0.432,0.468,0.46,0.500058803,0.630453923,0.60147723,0.577329985,0.531759247,0.652232368,0.625460563,0.603150726,0.527464467,0.634628118,0.610813973,0.590968853,plate4_20240129,0.002969921,0.003102749,0.003040083
18B,LK,18,SP,2023,B,7/13/23,15.929,25.316,24.99,1.035978369,0.96527112,10.01,9.662363908,2023-18-B,0.446,0.488,0.511,9.968903403,11.58236754,12.46593123,11.33906739,10.37108038,12.04963675,12.96884618,11.79652111,10.4533116,12.14517706,13.07167482,11.89005449,plate8_20240227,0.058676466,0.06104366,0.061527669,,2023-18-B,0.378,0.39,0.388,0.304466122,0.347931162,0.340686989,0.331028091,0.351049567,0.391207274,0.384514323,0.375590388,0.366718991,0.402440208,0.396486672,0.388548623,plate4_20240129,0.001712977,0.001943574,0.002010629
18C,LK,18,SP,2023,C,7/13/23,15.621,25.05,24.766,1.031055221,0.969880157,10.03,9.727897974,2023-18-C,0.365,0.356,0.329,6.857222572,6.511480258,5.474253314,6.280985381,7.133864542,6.774173893,5.695101945,6.534380127,7.190428212,6.827885613,5.740257816,6.586190547,plate8_20240227,0.032283364,0.033585776,0.033852075,,2023-18-C,0.409,0.313,0.305,0.416750809,0.069030488,0.040053794,0.175278364,0.454790309,0.133528655,0.106756851,0.231691939,0.458998801,0.173229066,0.149414921,0.260547596,plate4_20240129,0.000900906,0.001190863,0.001339177
19A,LK,19,SP,2023,A,7/14/23,16.387,26.014,25.637,1.040756757,0.960839306,10.03,9.63721824,2023-19-A,0.494,0.463,0.455,11.81286241,10.62197222,10.31464572,10.91649345,12.28943051,11.05049605,10.73077103,11.3568992,12.38687213,11.13811429,10.8158542,11.44694687,plate8_20240227,0.05663716,0.058922082,0.059389269,,2023-19-A,0.509,0.508,0.498,0.778959477,0.77533739,0.739116524,0.76447113,0.789437866,0.78609139,0.752626635,0.776051964,0.756675609,0.753698841,0.72393116,0.744768537,plate4_20240129,0.003966244,0.004026328,0.003864022
19B,LK,19,SP,2023,B,7/14/23,16.916,25.644,25.354,1.034368334,0.966773602,10,9.667736022,2023-19-B,1.191,1.173,1.148,20.35264984,19.9897497,19.48572172,19.94270709,19.29273929,18.948738,18.47095842,18.90414524,18.49043381,18.16073811,17.70282741,18.11799978,plate4_20240207,0.103140524,0.097769246,0.093703426,,2023-19-B,0.749,0.685,0.699,1.922255298,1.662124506,1.719028116,1.76780264,1.809534104,1.578562605,1.62908762,1.672394776,1.740948876,1.522008846,1.569901978,1.610953233,plate1_20240125,0.009142795,0.008649361,0.008331595
19C,LK,19,SP,2023,C,7/14/23,15.171,24.115,23.96,1.017635681,0.982669946,10.05,9.875832961,2023-19-C,0.89,0.821,0.685,20.72709629,18.90057056,15.30046188,18.30937624,20.51885671,18.7106816,15.14674225,18.12542685,19.66703349,17.93392326,14.51793787,17.37296487,plate5_20240208,0.092697883,0.091766573,0.08795696,,2023-19-C,0.555,0.59,0.574,1.133733834,1.275992861,1.210960163,1.20689562,1.109401747,1.235714286,1.177971411,1.174362481,1.077286912,1.19701974,1.142284733,1.138863795,plate1_20240125,0.006110348,0.005945638,0.005765913
20A,LK,20,SP,2023,A,7/14/23,16.178,25.683,25.503,1.019302949,0.981062599,10.03,9.840057864,2023-20-A,1.15,1.057,0.893,27.60965699,25.14781797,20.80651045,24.52132847,27.33227018,24.8951646,20.59747302,24.27496927,26.19759378,23.86166259,19.7423861,23.26721416,plate5_20240208,0.124599514,0.123347696,0.118227019,,2023-20-A,1.196,1.204,1.239,3.510719865,3.541631442,3.676869592,3.576406966,3.255970155,3.283846052,3.405803102,3.315206436,3.05596337,3.081821462,3.194950615,3.110911816,plate2_20240126,0.018172693,0.016845462,0.015807386
20B,LK,20,SP,2023,B,7/14/23,15.931,25.365,25.105,1.028340964,0.97244011,10.03,9.753574306,2023-20-B,0.643,0.557,0.587,9.304356517,7.570500264,8.175333841,8.35006354,8.81981098,7.176249237,7.749584729,7.915214982,8.453031403,6.877818617,7.42731145,7.586053823,plate4_20240207,0.042805146,0.040575971,0.038888584,,2023-20-B,0.601,0.59,0.585,1.141052991,1.100777145,1.082469943,1.108100026,1.120797528,1.084157403,1.0675028,1.090819244,1.070512444,1.036806564,1.021485709,1.042934906,plate3_20240129,0.005680482,0.005591895,0.005346424
20C,LK,20,SP,2023,C,7/14/23,15.494,25.189,24.999,1.019989479,0.980402269,10.01,9.813826715,2023-20-C*,0.872,0.831,0.784,18.85661998,17.70870399,16.39280029,17.65270809,18.19232313,17.08484688,15.81530095,17.03082365,18.02068762,16.92365986,15.66609146,16.87014632,plate3_20240207,0.089937945,0.086769535,0.085950908,,2023-20-C*,0.428,0.425,0.431,0.54320846,0.531616619,0.554800302,0.54320846,0.579884026,0.569430565,0.590337488,0.579884026,0.573586522,0.563889737,0.583283307,0.573586522,plate2_20240126,0.002767567,0.002954424,0.002922339
21A,LK,21,FASP,2023,A,7/18/23,16.174,25.776,25.57,1.021924223,0.978546136,10,9.785461362,2023-21-A,0.872,0.835,0.821,13.92125282,13.17529141,12.89303574,13.32985999,13.1962719,12.48915813,12.22160156,12.6356772,12.64749336,11.96978553,11.71335554,12.11021148,plate4_20240207,0.068110534,0.064563523,0.061878592,,2023-21-A,0.267,0.262,0.27,0,0,0,0,0.018881596,0.00145916,0.029335057,0.016558604,0.053192417,0.03703111,0.062889202,0.051037576,plate2_20240126,0,8.46E-05,0.000260783
21B,LK,21,FASP,2023,B,7/18/23,16.77,25.854,25.628,1.02551366,0.975121092,10.02,9.770713342,2023-21-B,0.797,0.766,0.74,18.26525726,17.44464426,16.75638819,17.48876324,18.08175113,17.2693826,16.58804125,17.31305833,17.33110231,16.55245858,15.89940255,16.59432114,plate5_20240208,0.089495836,0.088596696,0.084918678,,2023-21-B,0.406,0.42,0.403,0.42707209,0.478332257,0.416087768,0.440497371,0.47126803,0.517900917,0.461275269,0.483481405,0.472999119,0.515897511,0.463806606,0.484234412,plate3_20240129,0.002254172,0.002474136,0.002477989
21C,LK,21,FASP,2023,C,7/18/23,14.627,24.257,24.04,1.023053224,0.977466251,10.02,9.794211838,2023-21-C,0.951,0.931,0.798,29.36888883,28.60057258,23.49126948,27.15357696,30.55372237,29.75440981,24.43898133,28.24903784,30.79597965,29.99032943,24.63275547,28.47302152,plate8_20240227,0.138620531,0.14421292,0.14535637,,2023-21-C,0.488,0.526,0.503,0.702895657,0.840534951,0.757226957,0.766885855,0.719161879,0.84632795,0.769359012,0.778282947,0.69416348,0.807280667,0.738815001,0.746753049,plate4_20240129,0.003914995,0.003973178,0.003812216
22A,LK,22,FASP,2023,A,7/18/23,15.624,25.447,25.181,1.027833002,0.972920696,10.12,9.845957447,2023-22-A,0.789,0.761,0.727,22.65501199,21.67609172,20.48740282,21.60616884,25.41267375,24.31459526,22.98121423,24.23616108,25.23839419,24.1478463,22.82360956,24.06995002,plate9_20240227,0.109721015,0.12307671,0.122232653,,2023-22-A,0.303,0.325,0.311,0.032809621,0.112495528,0.061786314,0.069030488,0.1000639,0.173686362,0.126835704,0.133528655,0.143461385,0.208950283,0.167275529,0.173229066,plate4_20240129,0.000350552,0.000678089,0.000879696
22B,LK,22,FASP,2023,B,7/18/23,16.338,26.107,25.81,1.031355574,0.969597707,10,9.69597707,2023-22-B,0.779,0.683,0.671,12.04626873,10.11080129,9.868867855,10.67531262,11.41893188,9.584258302,9.354924106,10.11937143,10.94406558,9.185688513,8.96589138,9.69854849,plate4_20240207,0.055050216,0.052183351,0.05001326,,2023-22-B,0.402,0.394,0.404,0.412426327,0.383134803,0.419749209,0.405103446,0.457944348,0.431296984,0.464606189,0.451282507,0.460742435,0.436229068,0.466870777,0.454614093,plate3_20240129,0.002089028,0.002327164,0.002344344
22C,LK,22,FASP,2023,C,7/18/23,15.662,25.861,25.625,1.023687644,0.976860477,10.01,9.77837337,2023-22-C,0.206,0.192,0.211,3.20099948,2.795442985,3.345841085,3.114094516,3.087763314,2.696553482,3.227481111,3.003932635,3.115272673,2.720577493,3.256235237,3.030695134,plate1_20240206,0.015923377,0.015360084,0.015496929,,2023-22-C,0.246,0.251,0.26,0,0,0,0,0,0,0,0,0,0,0.015460357,0.005153452,plate4_20240129,0,0,2.64E-05
23A,LK,23,FASP,2023,A,7/11/23,15.467,25.106,24.957,1.015700738,0.984541965,10,9.845419649,2023-23-A (extraction 1),0.172,0.156,0.152,2.216076563,1.752583426,1.636710141,1.86845671,2.137682294,1.690585344,0,1.276089213,2.156727235,1.705647029,1.592876977,1.818417081,plate1_20240206,0.009488964,0.006480624,0.009234838,,2023-23-A,0.266,0.261,0.266,0,0,0,0,0.015397109,0,0.015397109,0.010264739,0.049960156,0.033798848,0.049960156,0.044573053,plate2_20240126,0,5.21E-05,0.000226364
23A,LK,23,FASP,2023,A,7/11/23,15.467,25.106,24.957,1.015700738,0.984541965,10,9.845419649,2023-23-A (extraction 2),0.44,0.439,0.429,9.979586613,9.950618292,9.660935081,9.863713329,9.626556213,9.598612654,9.31917706,9.514781975,9.712320686,9.684128173,9.402203044,9.599550634,plate1_20240206,0.050092905,0.048320855,0.048751353,,2023-23-A,0.257,0.266,0.272,0,0,0,0,0,0.00493916,0.024924683,0.009954614,0.016437655,0.044015193,0.062400218,0.040951022,plate3_20240129,0,5.06E-05,0.00020797
23B,LK,23,FASP,2023,B,7/11/23,14.716,24.455,24.196,1.027320675,0.973405894,10.03,9.763261115,2023-23-B,0.448,0.359,0.347,9.026743083,6.670789609,6.353132961,7.350221884,8.936053818,6.603769977,6.28930474,7.276376178,8.565080995,6.329619972,6.028209498,6.974303488,plate5_20240208,0.037642248,0.037264066,0.03571708,,2023-23-B,0.468,0.483,0.468,0.697766346,0.755725553,0.697766346,0.717086081,0.719263512,0.771530819,0.719263512,0.736685948,0.702876983,0.751360906,0.702876983,0.71903829,plate2_20240126,0.00367237,0.003772745,0.003682367
23C,LK,23,FASP,2023,C,7/11/23,16.387,26.38,26.218,1.016478486,0.983788652,10.04,9.877238067,2023-23-C,0.394,0.269,0.168,8.647043843,5.026003708,2.100203279,5.257750277,8.341152481,4.848207556,2.025908056,5.071756031,8.415465094,4.891400984,2.043957184,5.116941087,plate1_20240206,0.026615488,0.025673959,0.025902692,,2023-23-C,0.232,0.234,0.232,0,0,0,0,0,0,0,0,0,0,0,0,plate4_20240129,0,0,0
24A,LK,24,FASP,2023,A,7/11/23,15.661,25.89,25.633,1.025772162,0.974875354,10.01,9.758502297,2023-24-A,0.203,0.197,0.196,3.114094516,2.94028459,2.911316269,2.988565125,3.003932635,2.836271279,2.80832772,2.882843878,3.030695134,2.861540057,2.833347544,2.908527578,plate1_20240206,0.015312622,0.014770934,0.014902531,,2023-24-A,0.204,0.201,0.201,0,0,0,0,0,0,0,0,0,0,0,0,plate1_20240125,0,0,0
24B,LK,24,FASP,2023,B,7/11/23,16.305,25.813,25.592,1.023796705,0.976756416,10,9.767564156,2023-24-B,0.275,0.288,0.271,2.141843249,2.505816612,2.029851446,2.225837102,2.066388596,2.417539599,1.958342133,2.147423442,2.046893248,2.394731317,1.939866151,2.127163572,plate3_20240207,0.011394023,0.010992625,0.010888915,,2023-24-B,0.317,0.311,0.361,0.166372451,0.14198519,0.345212371,0.217856671,0.250476485,0.228822907,0.40926939,0.296189594,0.263103678,0.24257805,0.413624948,0.306435559,plate1_20240125,0.001115205,0.00151619,0.001568639
24C,LK,24,FASP,2023,C,7/11/23,16.305,25.695,25.541,1.016673885,0.983599574,10.01,9.845831736,2023-24-C,0.619,0.583,0.584,13.55335032,12.60038037,12.62685176,12.92686082,13.41718344,12.47378773,12.49999317,12.79698812,12.86018026,11.95594884,11.98106638,12.26573182,plate5_20240208,0.065646363,0.064986831,0.062288957,,2023-24-C,0.313,0.309,0.325,0.086558121,0.071912359,0.130495407,0.096321963,0.161492423,0.148168741,0.201463469,0.170374878,0.188031225,0.175774541,0.224801276,0.196202347,plate3_20240129,0.000489151,0.000865213,0.000996373
25A,LK,25,SU,2023,A,7/6/23,15.931,25.292,25.08,1.023171931,0.977352847,10.03,9.802849055,2023-25-A,0.295,0.288,0.26,4.97662082,4.791321108,4.050122263,4.606021397,4.926622046,4.743183991,4.009431772,4.559745936,4.72209744,4.546274663,3.842983555,4.370451886,plate5_20240208,0.023493279,0.023257249,0.022291743,,2023-25-A,0.454,0.431,0.446,0.602821235,0.518608103,0.57352971,0.564986349,0.631152214,0.554541043,0.60450485,0.596732702,0.620079322,0.549603391,0.595565955,0.588416222,plate3_20240129,0.002881746,0.00304367,0.003001251
25B,LK,25,SU,2023,B,7/6/23,15.625,27.188,26.98,1.018317922,0.982011589,10,9.820115887,2023-25-B,0.364,0.304,0.346,3.679404256,2.469737104,3.31650411,3.155215157,3.487790908,2.341119924,3.143789613,2.990900148,3.342748063,2.243762398,3.013052364,2.866520942,plate4_20240207,0.016065061,0.015228436,0.014595148,,2023-25-B,0.342,0.345,0.337,0.210909006,0.222500847,0.19158927,0.208333041,0.280218132,0.290671593,0.262795696,0.27789514,0.295612031,0.305308816,0.279450724,0.29345719,plate2_20240126,0.001060746,0.001414928,0.001494164
25C,LK,25,SU,2023,C,7/6/23,14.494,24.199,24.046,1.016017588,0.98423493,10.04,9.881718702,2023-25-C,0.646,0.565,0.546,9.364839874,7.731789218,7.348727953,8.148452348,8.877144529,7.329138702,6.966026224,7.724103152,8.507980686,7.024350039,6.676337912,7.402889546,plate4_20240207,0.041229935,0.039082792,0.0374575,,2023-25-C,0.283,0.288,0.29,0,0.00225586,0.009983755,0.004079872,0.07463339,0.092055826,0.0990248,0.088571339,0.104908602,0.121069909,0.127534432,0.117837648,plate2_20240126,2.06E-05,0.000448158,0.000596241
26A,LK,26,SU,2023,A,7/6/23,14.49,23.57,23.253,1.036174826,0.965088106,10.06,9.708786344,2023-26-A,0.672,0.64,0.664,18.56452371,17.44575769,18.28483221,18.0983712,20.82427433,19.56932747,20.51053761,20.3013798,20.68146191,19.43512145,20.36987679,20.16215339,plate9_20240227,0.093206146,0.104551584,0.103834571,,2023-26-A,0.313,0.318,0.317,0.069030488,0.087140921,0.083518835,0.079896748,0.133528655,0.150261033,0.146914558,0.143568082,0.173229066,0.188112906,0.185136138,0.18215937,plate4_20240129,0.000411466,0.000739372,0.000938116
26B,LK,26,SU,2023,B,7/6/23,16.305,26.94,26.561,1.036953978,0.964362953,10.02,9.662916784,2023-26-B,0.698,0.658,0.62,15.64458992,14.58573442,13.5798217,14.60338202,15.48741292,14.43919547,13.44338888,14.45666576,14.84446589,13.8397643,12.8852978,13.85650933,plate5_20240208,0.075564047,0.074804876,0.071699414,,2023-26-B,0.467,0.473,0.493,0.776053995,0.800441257,0.88173213,0.819409127,0.791815936,0.813469514,0.885648107,0.830311186,0.776244371,0.796769999,0.865188758,0.812734376,plate1_20240125,0.004239968,0.00429638,0.00420543
26C,LK,26,SU,2023,C,7/6/23,14.716,24.395,23.921,1.051493753,0.951027999,10,9.510279988,2023-26-C,0.683,0.595,0.575,15.24751911,12.91803702,12.38860927,13.51805513,15.09433138,12.78825297,12.26414424,13.38224286,14.46770279,12.25735931,11.75500852,12.82669021,plate5_20240208,0.071070753,0.070356724,0.067435923,,2023-26-C,0.532,0.54,0.544,1.040249331,1.07276568,1.089023854,1.067346288,1.026396365,1.055267802,1.069703521,1.050455896,0.998605339,1.025972842,1.039656594,1.021411592,plate1_20240125,0.00561154,0.005522739,0.00537004
27A,LK,27,SU,2023,A,7/6/23,14.717,24.395,23.579,1.092078538,0.915685059,10.01,9.16600744,2023-27-A,0.674,0.62,0.597,10.88835752,9.299245882,8.622402036,9.603335146,12.56891171,10.73453,9.953219274,11.08555366,14.20259479,12.12978366,11.24691966,12.52643271,plate6_20240209,0.052385595,0.060471005,0.068330911,,2023-27-A,0.962,0.96,0.983,2.462833019,2.455510138,2.53972327,2.486022142,2.32325983,2.316597989,2.393209161,2.34435566,2.176678138,2.170549796,2.241025727,2.196084554,plate3_20240129,0.013561096,0.012788314,0.011979505
27B,LK,27,SU,2023,B,7/6/23,14.849,24.089,23.748,1.038318912,0.963095238,10.08,9.708,2023-27-B,0.617,0.595,0.54,13.50040754,12.91803702,11.46211072,12.62685176,13.36477257,12.78825297,11.34695397,12.49999317,12.80994518,12.25735931,10.87589464,11.98106638,plate5_20240208,0.065033229,0.064379858,0.061707182,,2023-27-B,1.024,1.015,0.969,3.040004795,3.003423902,2.816454895,2.953294531,2.801989764,2.769509397,2.603498632,2.724999265,2.681706814,2.650918373,2.493555227,2.608726804,plate1_20240125,0.015210623,0.014034813,0.013435964
27C,LK,27,SU,2023,C,7/6/23,14.494,23.664,23.335,1.037212985,0.964122137,10.01,9.650862595,2023-27-C,0.857,0.88,0.846,18.43665072,19.08060359,18.12867326,18.54864252,17.78714889,18.40841605,17.49002112,17.89519535,17.619336,18.23474181,17.32501148,17.7263631,plate3_20240207,0.096098366,0.092712932,0.091838232,,2023-27-C,3.355,3.38,3.274,12.51445599,12.61606958,12.18522795,12.4385845,11.21440484,11.30462808,10.92208153,11.14703815,10.6559132,10.74143664,10.37881722,10.59205569,plate1_20240125,0.064442864,0.057751512,0.054876212
